Author,Anand Sanwal
Title,"What's the most unsexy, ""boring"" business you've ever seen that makes a crap ton of money?  (riches in niches)"
Date,"7:15 AM · Jul 3, 2020·Twitter Web App"
Comment,261  Retweets and comments 1.4K  Likes
Conversations,
,Tomislav Lukini @tlukinic · Jul 3,"Replying to @asanwal
Straws/napkins/etc mass produce and sell
1",
,Doug Hatler @DougHatler · Jul 3,"Replying to @asanwal
Finance, Investment Banking, Trading
1",
,B Krishna Chaitanya @krishna668_2 · Jul 3,"Replying to @asanwal
Manufacturing - Carbon Black, Insulators
1",
,its ifky @mifkovits · Jul 3,"Replying to @asanwal
Perhaps mulch manufacturing
1",
,Sandesh Atyam @SandeshAtyam27 · Jul 3,"Replying to @asanwal
Waste recycling (especially e-waste), iron ore smelting, sale of pre-owned large appliances (refrigerators, washing machines, air conditioners etc.)
1",
,Andreas @andreasbergstr · Jul 3,"Replying to @asanwal
Patent trolls.
1",
,Garrett Blair @g_blair_14 · Jul 3,"Replying to @asanwal
Let @BrentBeshore
 tell you about Pet Crematoriums.
1",
,Shilpi Sharma @Shilpi_SV · Jul 4,"Replying to @asanwal
Waste management
1",https://abs-0.twimg.com/emoji/v2/svg/1f914.svg
,Greg Bae @GregBae · Jul 4,"Replying to @asanwal
Moodys comes to mind
1",
,Mark Sieglock @MarkSieglock · Jul 4,"Replying to @asanwal
The pet cremation industry...just talk to @BrentBeshore
1",
,Jeff Malec @AttainCap2 · Jul 4,"Replying to @asanwal
1. Grease trap removal biz owner in south - private planes, mansions, etc

2. fire sprinklers for skyscrapers

3. terrorism insurance
1",
,Pankaj Pilaniwala @ppilaniwala · Jul 4,"Replying to @asanwal
Payments processing
Food Processing
HD & LD plastic granules
1",
,Corey @clcapitalfx · Jul 4,"Replying to @asanwal
Washing hotels sheets. Money machine.
1",
,Dan White @danwht · Jul 4,"Replying to @asanwal @iamrofe
 feels like something youd be interested in.
1",
,Ho_Oh @11ho_oh11 · Jul 4,"Replying to @asanwal
 and @kulpirate
Buttons and zippers
1",
,Zach Obermiller @0BIEWON13 · Jul 4,"Replying to @asanwal
Traffic cones 
1",https://abs-0.twimg.com/emoji/v2/svg/1f440.svg
,rtclark @rtclark · Jul 4,"Replying to @asanwal
Not sure it makes a ton of money, but diving for golf balls:
The Golf Ball Hunter
Erik Anders Lang dives into the mind of The Golf Ball Hunter, Glenn Berger, based out of Fort Myers, Florida. He is a professional golf ball diver who has ...
youtube.com
1",https://pbs.twimg.com/card_img/1286004344157089792/ugl_bRWn?format=jpg&name=240x240
,tanguy bretagne @pauleluard · Jul 4,"Replying to @asanwal
Fridge truck rental. Because you have to legally make sure the cold chain is respected.
1",
,Trep @treppei · Jul 4,"Replying to @asanwal
Pay parking lots.
1",
,Darryl Sparey @DarrylSparey · Jul 4,"Replying to @asanwal
Dominos
1",
,Michael Wieser @bakingVC · Jul 4,"Replying to @asanwal
http://misterloo.com
1",
,Professor Moses @EnricoMoses · Jul 4,"Replying to @asanwal
Regular fashion companies that arent huge name brand.
1",
,themightyPE @themightyPE · Jul 4,"Replying to @asanwal
Waste management, specialty entertainment (eg, Magic, etc), financial services, white label manufacturing, pharmaceutical contract manufacturing, toll roads management, and other countless examples
1",
,Angad Grewal @brownbeuti · Jul 4,"Replying to @asanwal @raghavaroraa
1",
,Ryan Douglas Rose @ryandouglasrose · Jul 4,"Replying to @asanwal
I know a guy who became the middle man between companies that sell laundry detergent and laundromats. 

He also made a hit board game.
1",
,Michelle McIntyre @FromMichelle · Jul 4,"Replying to @asanwal
I'll play. Laundromats. How do you spell that, laundry-mat or laudro-mat. Not sure.
GIF
1",https://pbs.twimg.com/tweet_video_thumb/EcCd3HCU8AEdJ13.jpg
,Pierre Rogers @wanderingfool · Jul 4,"Replying to @asanwal
Pest control
1",
,Aditi Shekar @aditishekar · Jul 4,"Replying to @asanwal
Zippers
1",
,Adam Gerstein @AdamGerstein · Jul 4,"Replying to @asanwal
 and @awilkinson
Years ago I worked with a woman whose business supplied the specialized chemicals to make the inks in (foreign) currency.  Her business was printing money... literally.
1",
, @cabincollectn · Jul 4,"Replying to @asanwal @baba2undeyy1 @Asuduq
1",
,Bill Wright @alphacitybill · Jul 4,"Replying to @asanwal
Selling napkins and paper supplies to street vendors and food carts in Manhattan
1",
,Tom Nixon @tomnixon · Jul 4,"Replying to @asanwal
1 guy. $5 potato peelers. Millions of dollars.
How This Man Made Millions Selling Five Dollar Potato Peelers
Entrepreneur Joe Ades spent his days selling potato peelers on a sidewalk in New York City. But he spent his nights in a posh Park Avenue apartment. It might seem like a strange career for a
smallbiztrends.com
1",https://pbs.twimg.com/card_img/1287600682481008641/nqmyDhY0?format=jpg&name=small
,Michael Bracklo @96kbit · Jul 4,"Replying to @asanwal
judging by the replies, @readwiseio
 must be doing well
1",https://pbs.twimg.com/ext_tw_video_thumb/1279349313190182912/pu/img/j3Sbrvuy-tp6qxYU.jpg
,Hermann Peterscheck @petershk · Jul 4,"Replying to @asanwal
Wd40 is pretty boring.
1",
,Jonathan Hillis @JonathanHillis · Jul 4,"Replying to @asanwal
McMaster-Carr (http://mcmaster.com). They sell industrial supplies (literal nuts and bolts) to factories, often via an actual physical catalog, and print billions of dollars in profits.
1",
,LuisMiguel @luismballestas · Jul 4,"Replying to @asanwal
Rubber. It's used everywhere, you just don't notice.
1",
,Kevin Stevens @kevindstevens · Jul 5,"Replying to @asanwal
Ferry tours.
Corporate History - Hornblower Cruises & Events
hornblower.com
1",
,Ethan Peikes @EthanPeikes · Jul 5,"Replying to @asanwal
Wouldnt say boring but perhaps unsexy - @SecondNatureNow
 DTC air filter subscription service that is growing like a weed
1",
,Benjamin Surman @bnjmnsrmn · Jul 5,"Replying to @asanwal
Boxes and hangers.
1",
,Parth Chokshi @chokshiparth · Jul 5,"Replying to @asanwal
 and @awilkinson
Software providers for Optical shops. Shitty softwares, minor support, great LTV!
1",
,Damon DeVito @damondevito · Jul 6,"Replying to @asanwal @BJohnsonCville
 
Solid rental properties immediately come to mind, but I think the spirit of the question is looking for something more like the guy I met once who made pallets. Wooden pallets. Middle school kid could bang them together. He was down to earth BMOC when we met.
1",
,Prince Kapoor @SwagAnusaar · Jul 10,"Replying to @asanwal
the folks who print IPO/QIP papers for listing in India - its heavily controlled by 2-3 people and make a lot of 
1",
,Prince Kapoor @SwagAnusaar · Jul 10,"Replying to @asanwal
Indian Edition 

packaged spices (MDH), paints (asian paints), hairoil (Bajaj), adhesive (Pidilite), toothpaste packaging (EsselPro), staffing (quess), energy trading (IEX)
1",
,Ben De Rienzo @derienzo777 · Jul 18,"Replying to @asanwal
My favorite example: a family in our town has banked at least $10 million by packing lunches (sandwiches and beverages) and delivering to forest service firefighters out in the field.
1",
,Eric Stoll @erics7yahoo · Jul 3,"Replying to @asanwal
What about porta potties? Anyone have insight on margins? Jokes aside, seems like a decent business that many wouldnt want to do....
1
1",
,"Golf Caddy 4 Life, Von Neumann Probe Designer @Caddy4P · Jul 4","Requires land for storage. But having had rented them, they are pricey. My guess is the margins are good.",
,Oseitofo Amedu @unrelearn · Jul 4,"Replying to @asanwal
 and @awilkinson @readwiseio
 save thread
1",
,Readwise @readwiseio · Jul 4,"Done! We've saved this whole thread to your Readwise library so that you can revisit/remember it 
1",https://abs-0.twimg.com/emoji/v2/svg/1f9e0.svg
,My 86 year old dad died of COVID-19 on May 27-2020 @NetworkSomelier · Jul 3,Replying to @asanwal @Facebook,
,Arvind Nedumaran @arvindamirtaa · Jul 3,"Replying to @asanwal
Costco(practically warehouses compared to shiny Walmarts) and
Southwest (Extremely boring by aviation standards) come to mind.",
,Jim Weber @TheoryPartners · Jul 3,"Replying to @asanwal
Budweiser distributor.",
,Ben Fisher @benf92 · Jul 3,Replying to @asanwal @safelite @1800junk,
,Jovian Gautama  @jovvvian · Jul 3,"Replying to @asanwal
Selling steel scraps.",
,Pablo E. Carvallo @pabloecarvallo · Jul 3,"Replying to @asanwal
Equipment rentals.",
,Joshua Luft @JoshuaJLuft · Jul 3,"Replying to @asanwal
Landfills",
,Pratyush Prasanna @pratyushp · Jul 3,"Replying to @asanwal
Visa",
,vignesh R iyer @vigneshriyer22 · Jul 3,"Replying to @asanwal
Government/Federal",
,Manosai Eerabathini @manosaie · Jul 3,"Replying to @asanwal
Cemeteries",
,Daniel White @deltapapawhisky · Jul 3,"Replying to @asanwal
Things like drainpipes (polypipe owners I think?) and tetrapak - stuff thats everywhere but goes unnoticed",
,BNJAMIN M. BROWN @benjaminmbrown · Jul 3,"Replying to @asanwal
Cement",
,iamnovinov @iamnovinov · Jul 3,"Replying to @asanwal
Freighter lining business. MASSIVE AMOUNTS OF MONEY.",
,Michael @mdtanney · Jul 3,"Replying to @asanwal
 and @davemcclure
Storage facilities",
,Luke Duncan @luke__duncan · Jul 3,"Replying to @asanwal
commercial power washing. specifically at oil refinaries.",
,Michael at home Schwartz @michlschwrtz · Jul 3,"Replying to @asanwal
Asphalt",
,Joshua Ouellette @jtouellette · Jul 3,"Replying to @asanwal
Fracking sand.
1",
,Aubrey___K @Aubrey___K · Jul 4,Great way to lose a bunch of money.,
,Kyle Stratis @KyleStratis · Jul 3,"Replying to @asanwal
Netting. I know a family who makes the ball-catching netting used at Fenway Park. Seems like a pretty major contract and I'd assume additional revenue streams from the fishing industry.
1",
,Greg Leibowitz @whatsyrdamage · Jul 4,Streams,
,Matt Wallington @mattwallington · Jul 3,"Replying to @asanwal
Comcast",
,Don Sheu  @ulysseas · Jul 4,"Replying to @asanwal
Dowels",
,Ryan Wold @randw · Jul 4,"Replying to @asanwal
 and @_gordee
Finance.",
,TzTok-Chad @tztokchad · Jul 4,"Replying to @asanwal
Most b2b SaaS",
,Alex @al2go · Jul 4,"Replying to @asanwal
Asphalt mixers",
,JerseyCapper @JerseyCapperNHL · Jul 4,"Replying to @asanwal
Succession best one out.",
,@hashtag1900 · Jul 4,"Replying to @asanwal
Like Im gonna share that bit of info!! ",https://abs-0.twimg.com/emoji/v2/svg/1f60e.svg
,Lending_Guy @lending_guy · Jul 4,"Replying to @asanwal
Strangest Ive heard was from a friend who is a CFA. Idk what this guy had but I know they had a 250 min. And they bread rabbits and sold to pet stores
1",
,Lending_Guy @lending_guy · Jul 4,Breed,
,Sean Park @parkparadigm · Jul 4,"Replying to @asanwal
Futures clearing.",
,TWS @6am_coffee · Jul 4,"Replying to @asanwal
Port o potties",
